instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1143467626,494367023900,494
0,0,100.0,0.0,0.0,1143489078,494367023900,494
0,0,100.0,0.0,0.0,1143528058,494367023900,494
0,0,100.0,0.0,0.0,1143528343,494367023900,494
0,0,100.0,0.0,0.0,1143528575,494367023900,494
0,0,100.0,0.0,0.0,1143562674,494367023900,494
0,0,100.0,0.0,0.0,1143564801,494367023900,494
0,0,100.0,0.0,0.0,1143564900,494367023900,494
0,0,100.0,0.0,0.0,1143640684,494367023900,494
0,0,100.0,0.0,0.0,1143640801,494367023900,494
0,0,100.0,0.0,0.0,1143643192,494367023900,494
1,0,100.0,0.0,0.0,1143680122,494367023900,494
0,0,100.0,0.0,0.0,1143712857,494367023900,494
0,0,100.0,0.0,0.0,1143725279,494367023900,494
0,0,100.0,0.0,0.0,1143725524,494367023900,494
0,0,100.0,0.0,0.0,1143731311,494367023900,494
0,0,100.0,0.0,0.0,1143731413,494367023900,494
0,0,100.0,0.0,0.0,1143740479,494367023900,494
0,0,100.0,0.0,0.0,1143740526,494367023900,494
0,0,100.0,0.0,0.0,1144108833,494367023900,494
0,0,100.0,0.0,0.0,1144108911,494367023900,494
1,0,100.0,0.0,0.0,1144108994,494367023900,494
0,0,100.0,0.0,0.0,1144109030,494367023900,494
0,0,100.0,0.0,0.0,1144171182,494367023900,494
0,0,100.0,0.0,0.0,1144190049,494367023900,494
1,0,100.0,0.0,0.0,1144332585,494367023900,494
0,0,100.0,0.0,0.0,1144332834,494367023900,494
0,0,100.0,0.0,0.0,1144333754,494367023900,494
0,0,100.0,0.0,0.0,1144367076,494367023900,494
1,0,100.0,0.0,0.0,1144367225,494367023900,494
0,0,100.0,0.0,0.0,1144455156,494367023900,494
1,0,100.0,0.0,0.0,1144600689,494367023900,494
0,0,100.0,0.0,0.0,1144632979,494367023900,494
0,0,100.0,0.0,0.0,1144634478,494367023900,494
0,0,100.0,0.0,0.0,1144769764,494367023900,494
1,0,100.0,0.0,0.0,1144839281,494367023900,494
1,0,100.0,0.0,0.0,1144847899,494367023900,494
1,0,100.0,0.0,0.0,1144848722,494367023900,494
0,0,100.0,0.0,0.0,1144848857,494367023900,494
0,0,100.0,0.0,0.0,1144857702,494367023900,494
0,0,100.0,0.0,0.0,1144927106,494367023900,494
0,0,100.0,0.0,0.0,1144936447,494367023900,494
0,0,100.0,0.0,0.0,1144936610,494367023900,494
0,0,100.0,0.0,0.0,1144965095,494367023900,494
1,0,100.0,0.0,0.0,1145050228,494367023900,494
0,0,100.0,0.0,0.0,1145326045,494367023900,494
0,0,100.0,0.0,0.0,1145373393,494367023900,494
1,0,100.0,0.0,0.0,1145458270,494367023900,494
0,0,100.0,0.0,0.0,1145459933,494367023900,494
0,0,100.0,0.0,0.0,1145537185,494367023900,494
0,0,100.0,0.0,0.0,1145570493,494367023900,494
1,0,100.0,0.0,0.0,1145617445,494367023900,494
1,0,100.0,0.0,0.0,1145630366,494367023900,494
1,0,100.0,0.0,0.0,1145751536,494367023900,494
0,0,100.0,0.0,0.0,1145827982,494367023900,494
0,0,100.0,0.0,0.0,1145828038,494367023900,494
1,0,100.0,0.0,0.0,1145828252,494367023900,494
0,0,100.0,0.0,0.0,1145839052,494367023900,494
0,0,100.0,0.0,0.0,1145892760,494367023900,494
0,0,100.0,0.0,0.0,1146031853,494367023900,494
0,0,100.0,0.0,0.0,1146144658,494367023900,494
0,0,100.0,0.0,0.0,1146144819,494367023900,494
0,0,100.0,0.0,0.0,1146229674,494367023900,494
0,1,97.46831554410686,0.0,0.0,1146230363,494367023900,494
1,0,97.46831554410686,0.0,0.0,1146230528,494367023900,494
0,1,95.03795086802094,0.0,0.0,1146270192,494367023900,494
0,0,95.15985848689192,0.0,0.0,1146637287,494367023900,494
0,0,95.2770636349876,0.0,0.0,1146643622,494367023900,494
1,0,95.2770636349876,0.0,0.0,1146647473,494367023900,494
1,0,95.2770636349876,0.0,0.0,1146718149,494367023900,494
0,0,95.38982766643622,0.0,0.0,1146753563,494367023900,494
0,1,93.1434860987099,0.0,0.0,1146837029,494367023900,494
0,1,90.97936559849482,0.0,0.0,1147183321,494367023900,494
0,0,91.18621590269501,0.0,0.0,1147183523,494367023900,494
0,1,89.12193639278982,0.0,0.0,1147763686,494367023900,494
0,1,87.12956786082876,0.0,0.0,1147847621,494367023900,494
0,0,87.41378163857125,0.0,0.0,1147870301,494367023900,494
1,0,87.41378163857125,0.0,0.0,1147870539,494367023900,494
1,0,87.41378163857125,0.0,0.0,1147976947,494367023900,494
0,1,85.50649524978569,0.0,0.0,1147999444,494367023900,494
0,0,85.81903593683887,0.0,0.0,1148000188,494367023900,494
0,0,86.12134102380357,0.0,0.0,1148000235,494367023900,494
0,0,86.41389069114913,0.0,0.0,1148024015,494367023900,494
0,1,86.69713557528901,0.0,0.0,1148083448,494367023900,494
1,1,86.69713557528901,5.491697414523755,21.820046638021427,1148083495,494367023900,494
1,1,86.69713557528901,5.20307409574422,21.238917587462193,1148341044,494367023900,494
0,1,84.9090602515058,5.20307409574422,21.01875666847578,1148447060,494367023900,494
0,1,83.17627269274327,5.20307409574422,20.80318028158603,1148530045,494367023900,494
0,1,81.49633122452339,5.20307409574422,20.592023938712494,1148661504,494367023900,494
0,1,79.86693568554338,5.20307409574422,20.38513144848275,1148661548,494367023900,494
1,1,79.86693568554338,9.981881759888338,28.235125438674796,1148903494,494367023900,494
0,1,80.2654828961934,9.981881759888338,28.305486388157018,1148911753,494367023900,494
0,0,80.65235097691067,9.981881759888338,28.373618576215073,1148918534,494367023900,494
0,0,81.02802718710133,9.981881759888338,28.43962353159168,1148919421,494367023900,494
0,1,81.39297209476359,9.981881759888338,28.503596677188323,1148983121,494367023900,494
0,0,81.74762137991904,9.981881759888338,28.56562778526794,1149433299,494367023900,494
0,1,82.09238749376908,9.981881759888338,28.62580139227091,1149433519,494367023900,494
0,1,80.5554200213875,9.981881759888338,28.356563222147212,1149743197,494367023900,494
0,1,79.06026960414881,9.981881759888338,28.092174410207328,1149778207,494367023900,494
0,0,79.44562304596916,9.981881759888338,28.16055424854994,1149778812,494367023900,494
1,1,79.44562304596916,14.343526539834588,33.75693117914531,1149780956,494367023900,494
0,1,77.99576991287555,14.343526539834588,33.44748713640776,1149894412,494367023900,494
0,1,76.58402245386952,14.343526539834588,33.14339992508864,1149894580,494367023900,494
0,1,75.2089664359835,14.343526539834588,32.84450952759164,1150062833,494367023900,494
0,1,73.86925658256878,14.343526539834588,32.55066270093324,1150491306,494367023900,494
0,1,72.56361241949249,14.343526539834588,32.26171261054287,1150503140,494367023900,494
0,1,71.29081441803645,14.343526539834588,31.977518488017925,1150801950,494367023900,494
0,1,70.04970041006348,14.343526539834588,31.697945311000954,1150836217,494367023900,494
0,1,68.83916225329004,14.343526539834588,31.422863503507205,1150836336,494367023900,494
0,1,67.65814272654144,14.343526539834588,31.15214865517407,1150836383,494367023900,494
0,1,66.50563263669578,14.343526539834588,30.885681258035014,1150839102,494367023900,494
1,0,66.50563263669578,13.67427485482878,30.15652997392852,1150881692,494367023900,494
