instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1063070644,121985578200,121
0,0,100.0,0.0,0.0,1063070644,121985578200,121
0,0,100.0,0.0,0.0,1063071102,121985578200,121
0,0,100.0,0.0,0.0,1063071102,121985578200,121
0,0,100.0,0.0,0.0,1063155353,121985578200,121
0,0,100.0,0.0,0.0,1063155353,121985578200,121
0,0,100.0,0.0,0.0,1063302777,121985578200,121
0,0,100.0,0.0,0.0,1063302777,121985578200,121
0,0,100.0,0.0,0.0,1063302914,121985578200,121
0,0,100.0,0.0,0.0,1063302914,121985578200,121
0,0,100.0,0.0,0.0,1063303507,121985578200,121
0,0,100.0,0.0,0.0,1063303507,121985578200,121
0,0,100.0,0.0,0.0,1063876335,121985578200,121
0,0,100.0,0.0,0.0,1063876335,121985578200,121
0,0,100.0,0.0,0.0,1063878776,121985578200,121
0,0,100.0,0.0,0.0,1063878776,121985578200,121
0,0,100.0,0.0,0.0,1063988232,121985578200,121
0,0,100.0,0.0,0.0,1063988232,121985578200,121
0,0,100.0,0.0,0.0,1063995637,121985578200,121
0,0,100.0,0.0,0.0,1063995637,121985578200,121
0,0,100.0,0.0,0.0,1063995653,121985578200,121
0,0,100.0,0.0,0.0,1063995653,121985578200,121
0,0,100.0,0.0,0.0,1064019941,121985578200,121
0,0,100.0,0.0,0.0,1064019941,121985578200,121
0,0,100.0,0.0,0.0,1064020575,121985578200,121
0,0,100.0,0.0,0.0,1064020575,121985578200,121
0,0,100.0,0.0,0.0,1064021565,121985578200,121
0,0,100.0,0.0,0.0,1064021565,121985578200,121
0,0,100.0,0.0,0.0,1064180205,121985578200,121
0,0,100.0,0.0,0.0,1064180205,121985578200,121
0,0,100.0,0.0,0.0,1064269530,121985578200,121
0,0,100.0,0.0,0.0,1064269530,121985578200,121
0,0,100.0,0.0,0.0,1064276548,121985578200,121
0,0,100.0,0.0,0.0,1064276548,121985578200,121
1,0,100.0,0.0,0.0,1064276619,121985578200,121
1,0,100.0,0.0,0.0,1064276619,121985578200,121
0,0,100.0,0.0,0.0,1064276665,121985578200,121
0,0,100.0,0.0,0.0,1064276665,121985578200,121
0,0,100.0,0.0,0.0,1064277086,121985578200,121
0,0,100.0,0.0,0.0,1064277086,121985578200,121
0,0,100.0,0.0,0.0,1064277673,121985578200,121
0,0,100.0,0.0,0.0,1064277673,121985578200,121
0,0,100.0,0.0,0.0,1064277699,121985578200,121
0,0,100.0,0.0,0.0,1064277699,121985578200,121
0,0,100.0,0.0,0.0,1064394278,121985578200,121
0,0,100.0,0.0,0.0,1064394278,121985578200,121
0,0,100.0,0.0,0.0,1064396034,121985578200,121
0,0,100.0,0.0,0.0,1064396034,121985578200,121
0,0,100.0,0.0,0.0,1064405395,121985578200,121
0,0,100.0,0.0,0.0,1064405395,121985578200,121
0,0,100.0,0.0,0.0,1064410747,121985578200,121
0,0,100.0,0.0,0.0,1064410747,121985578200,121
0,0,100.0,0.0,0.0,1064426049,121985578200,121
0,0,100.0,0.0,0.0,1064426049,121985578200,121
0,0,100.0,0.0,0.0,1064427352,121985578200,121
0,0,100.0,0.0,0.0,1064427352,121985578200,121
0,0,100.0,0.0,0.0,1064428306,121985578200,121
0,0,100.0,0.0,0.0,1064428306,121985578200,121
0,0,100.0,0.0,0.0,1064428640,121985578200,121
0,0,100.0,0.0,0.0,1064428640,121985578200,121
1,0,100.0,0.0,0.0,1064429672,121985578200,121
1,0,100.0,0.0,0.0,1064429672,121985578200,121
1,0,100.0,0.0,0.0,1064430403,121985578200,121
1,0,100.0,0.0,0.0,1064430403,121985578200,121
0,0,100.0,0.0,0.0,1064443838,121985578200,121
0,0,100.0,0.0,0.0,1064443838,121985578200,121
0,0,100.0,0.0,0.0,1064443940,121985578200,121
0,0,100.0,0.0,0.0,1064443940,121985578200,121
0,0,100.0,0.0,0.0,1064444346,121985578200,121
0,0,100.0,0.0,0.0,1064444346,121985578200,121
0,0,100.0,0.0,0.0,1064444623,121985578200,121
0,0,100.0,0.0,0.0,1064444623,121985578200,121
0,0,100.0,0.0,0.0,1064445563,121985578200,121
0,0,100.0,0.0,0.0,1064445563,121985578200,121
0,0,100.0,0.0,0.0,1064445608,121985578200,121
0,0,100.0,0.0,0.0,1064445608,121985578200,121
0,0,100.0,0.0,0.0,1064445624,121985578200,121
0,0,100.0,0.0,0.0,1064445624,121985578200,121
1,0,100.0,0.0,0.0,1064445646,121985578200,121
1,0,100.0,0.0,0.0,1064445646,121985578200,121
0,0,100.0,0.0,0.0,1064508453,121985578200,121
0,0,100.0,0.0,0.0,1064508453,121985578200,121
0,0,100.0,0.0,0.0,1064515216,121985578200,121
0,0,100.0,0.0,0.0,1064515216,121985578200,121
0,0,100.0,0.0,0.0,1064515252,121985578200,121
0,0,100.0,0.0,0.0,1064515252,121985578200,121
0,0,100.0,0.0,0.0,1064516887,121985578200,121
0,0,100.0,0.0,0.0,1064516887,121985578200,121
0,0,100.0,0.0,0.0,1064565496,121985578200,121
0,0,100.0,0.0,0.0,1064565496,121985578200,121
0,0,100.0,0.0,0.0,1064570946,121985578200,121
0,0,100.0,0.0,0.0,1064570946,121985578200,121
0,0,100.0,0.0,0.0,1064571272,121985578200,121
0,0,100.0,0.0,0.0,1064571272,121985578200,121
0,0,100.0,0.0,0.0,1064585174,121985578200,121
0,0,100.0,0.0,0.0,1064585174,121985578200,121
0,0,100.0,0.0,0.0,1064589038,121985578200,121
0,0,100.0,0.0,0.0,1064589038,121985578200,121
0,0,100.0,0.0,0.0,1066186679,121985578200,121
0,0,100.0,0.0,0.0,1066186679,121985578200,121
0,0,100.0,0.0,0.0,1066234202,121985578200,121
0,0,100.0,0.0,0.0,1066234202,121985578200,121
0,0,100.0,0.0,0.0,1066234450,121985578200,121
0,0,100.0,0.0,0.0,1066234450,121985578200,121
0,0,100.0,0.0,0.0,1066234509,121985578200,121
0,0,100.0,0.0,0.0,1066234509,121985578200,121
1,0,100.0,0.0,0.0,1066248783,121985578200,121
1,0,100.0,0.0,0.0,1066248783,121985578200,121
1,0,100.0,0.0,0.0,1066248897,121985578200,121
1,0,100.0,0.0,0.0,1066248897,121985578200,121
0,0,100.0,0.0,0.0,1066248969,121985578200,121
0,0,100.0,0.0,0.0,1066248969,121985578200,121
0,0,100.0,0.0,0.0,1066249112,121985578200,121
0,0,100.0,0.0,0.0,1066249112,121985578200,121
0,0,100.0,0.0,0.0,1066249198,121985578200,121
0,0,100.0,0.0,0.0,1066249198,121985578200,121
0,0,100.0,0.0,0.0,1066249303,121985578200,121
0,0,100.0,0.0,0.0,1066249303,121985578200,121
0,0,100.0,0.0,0.0,1066249370,121985578200,121
0,0,100.0,0.0,0.0,1066249370,121985578200,121
0,0,100.0,0.0,0.0,1066459013,121985578200,121
0,0,100.0,0.0,0.0,1066459013,121985578200,121
0,0,100.0,0.0,0.0,1066459279,121985578200,121
0,0,100.0,0.0,0.0,1066459279,121985578200,121
0,0,100.0,0.0,0.0,1066464867,121985578200,121
0,0,100.0,0.0,0.0,1066464867,121985578200,121
0,0,100.0,0.0,0.0,1066492621,121985578200,121
0,0,100.0,0.0,0.0,1066492621,121985578200,121
0,0,100.0,0.0,0.0,1066495688,121985578200,121
0,0,100.0,0.0,0.0,1066495688,121985578200,121
0,0,100.0,0.0,0.0,1066617836,121985578200,121
0,0,100.0,0.0,0.0,1066617836,121985578200,121
0,0,100.0,0.0,0.0,1066660737,121985578200,121
0,0,100.0,0.0,0.0,1066660737,121985578200,121
1,0,100.0,0.0,0.0,1066660939,121985578200,121
1,0,100.0,0.0,0.0,1066660939,121985578200,121
0,0,100.0,0.0,0.0,1066725068,121985578200,121
0,0,100.0,0.0,0.0,1066725068,121985578200,121
0,0,100.0,0.0,0.0,1067234766,121985578200,121
0,0,100.0,0.0,0.0,1067234766,121985578200,121
0,0,100.0,0.0,0.0,1067323664,121985578200,121
0,0,100.0,0.0,0.0,1067323664,121985578200,121
1,0,100.0,0.0,0.0,1067443251,121985578200,121
1,0,100.0,0.0,0.0,1067443251,121985578200,121
0,0,100.0,0.0,0.0,1067443363,121985578200,121
0,0,100.0,0.0,0.0,1067443363,121985578200,121
0,0,100.0,0.0,0.0,1067443424,121985578200,121
0,0,100.0,0.0,0.0,1067443424,121985578200,121
0,0,100.0,0.0,0.0,1067443624,121985578200,121
0,0,100.0,0.0,0.0,1067443624,121985578200,121
0,0,100.0,0.0,0.0,1068353820,121985578200,121
0,0,100.0,0.0,0.0,1068353820,121985578200,121
0,0,100.0,0.0,0.0,1068783511,121985578200,121
0,0,100.0,0.0,0.0,1068783511,121985578200,121
1,0,100.0,0.0,0.0,1069379947,121985578200,121
