instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,1,0.0,0.0,0.0,1063070644,8358530900,8
0,1,0.0,0.0,0.0,1063070644,8358530900,8
0,1,0.0,0.0,0.0,1063071102,8358530900,8
0,1,0.0,0.0,0.0,1063071102,8358530900,8
0,1,0.0,0.0,0.0,1063155353,8358530900,8
0,1,0.0,0.0,0.0,1063155353,8358530900,8
0,1,0.0,0.0,0.0,1063302777,8358530900,8
0,1,0.0,0.0,0.0,1063302777,8358530900,8
0,1,0.0,0.0,0.0,1063302914,8358530900,8
0,1,0.0,0.0,0.0,1063302914,8358530900,8
0,1,0.0,0.0,0.0,1063303507,8358530900,8
0,1,0.0,0.0,0.0,1063303507,8358530900,8
0,1,0.0,0.0,0.0,1063876335,8358530900,8
0,1,0.0,0.0,0.0,1063876335,8358530900,8
0,1,0.0,0.0,0.0,1063878776,8358530900,8
0,1,0.0,0.0,0.0,1063878776,8358530900,8
0,1,0.0,0.0,0.0,1063988232,8358530900,8
0,1,0.0,0.0,0.0,1063988232,8358530900,8
0,1,0.0,0.0,0.0,1063995637,8358530900,8
0,1,0.0,0.0,0.0,1063995637,8358530900,8
0,1,0.0,0.0,0.0,1063995653,8358530900,8
0,1,0.0,0.0,0.0,1063995653,8358530900,8
0,1,0.0,0.0,0.0,1064019941,8358530900,8
0,1,0.0,0.0,0.0,1064019941,8358530900,8
0,1,0.0,0.0,0.0,1064020575,8358530900,8
0,1,0.0,0.0,0.0,1064020575,8358530900,8
0,1,0.0,0.0,0.0,1064021565,8358530900,8
0,1,0.0,0.0,0.0,1064021565,8358530900,8
0,1,0.0,0.0,0.0,1064180205,8358530900,8
0,1,0.0,0.0,0.0,1064180205,8358530900,8
0,1,0.0,0.0,0.0,1064269530,8358530900,8
0,1,0.0,0.0,0.0,1064269530,8358530900,8
0,1,0.0,0.0,0.0,1064276548,8358530900,8
0,1,0.0,0.0,0.0,1064276548,8358530900,8
1,0,0.0,0.0,0.0,1064276619,8358530900,8
1,0,0.0,0.0,0.0,1064276619,8358530900,8
0,1,0.0,0.0,0.0,1064276665,8358530900,8
0,1,0.0,0.0,0.0,1064276665,8358530900,8
0,1,0.0,0.0,0.0,1064277086,8358530900,8
0,1,0.0,0.0,0.0,1064277086,8358530900,8
0,1,0.0,0.0,0.0,1064277673,8358530900,8
0,1,0.0,0.0,0.0,1064277673,8358530900,8
0,1,0.0,0.0,0.0,1064277699,8358530900,8
0,1,0.0,0.0,0.0,1064277699,8358530900,8
0,1,0.0,0.0,0.0,1064394278,8358530900,8
0,1,0.0,0.0,0.0,1064394278,8358530900,8
0,1,0.0,0.0,0.0,1064396034,8358530900,8
0,1,0.0,0.0,0.0,1064396034,8358530900,8
0,1,0.0,0.0,0.0,1064405395,8358530900,8
0,1,0.0,0.0,0.0,1064405395,8358530900,8
0,1,0.0,0.0,0.0,1064410747,8358530900,8
0,1,0.0,0.0,0.0,1064410747,8358530900,8
0,1,0.0,0.0,0.0,1064426049,8358530900,8
0,1,0.0,0.0,0.0,1064426049,8358530900,8
0,1,0.0,0.0,0.0,1064427352,8358530900,8
0,1,0.0,0.0,0.0,1064427352,8358530900,8
0,1,0.0,0.0,0.0,1064428306,8358530900,8
0,1,0.0,0.0,0.0,1064428306,8358530900,8
0,1,0.0,0.0,0.0,1064428640,8358530900,8
0,1,0.0,0.0,0.0,1064428640,8358530900,8
1,0,0.0,0.0,0.0,1064429672,8358530900,8
1,0,0.0,0.0,0.0,1064429672,8358530900,8
1,0,0.0,0.0,0.0,1064430403,8358530900,8
1,0,0.0,0.0,0.0,1064430403,8358530900,8
0,1,0.0,0.0,0.0,1064443838,8358530900,8
0,1,0.0,0.0,0.0,1064443838,8358530900,8
0,1,0.0,0.0,0.0,1064443940,8358530900,8
0,1,0.0,0.0,0.0,1064443940,8358530900,8
0,1,0.0,0.0,0.0,1064444346,8358530900,8
0,1,0.0,0.0,0.0,1064444346,8358530900,8
0,1,0.0,0.0,0.0,1064444623,8358530900,8
0,1,0.0,0.0,0.0,1064444623,8358530900,8
0,1,0.0,0.0,0.0,1064445563,8358530900,8
0,1,0.0,0.0,0.0,1064445563,8358530900,8
0,1,0.0,0.0,0.0,1064445608,8358530900,8
0,1,0.0,0.0,0.0,1064445608,8358530900,8
0,1,0.0,0.0,0.0,1064445624,8358530900,8
0,1,0.0,0.0,0.0,1064445624,8358530900,8
1,0,0.0,0.0,0.0,1064445646,8358530900,8
1,0,0.0,0.0,0.0,1064445646,8358530900,8
0,1,0.0,0.0,0.0,1064508453,8358530900,8
0,1,0.0,0.0,0.0,1064508453,8358530900,8
0,1,0.0,0.0,0.0,1064515216,8358530900,8
0,1,0.0,0.0,0.0,1064515216,8358530900,8
0,1,0.0,0.0,0.0,1064515252,8358530900,8
0,1,0.0,0.0,0.0,1064515252,8358530900,8
0,1,0.0,0.0,0.0,1064516887,8358530900,8
0,1,0.0,0.0,0.0,1064516887,8358530900,8
0,1,0.0,0.0,0.0,1064565496,8358530900,8
0,1,0.0,0.0,0.0,1064565496,8358530900,8
0,1,0.0,0.0,0.0,1064570946,8358530900,8
0,1,0.0,0.0,0.0,1064570946,8358530900,8
0,1,0.0,0.0,0.0,1064571272,8358530900,8
0,1,0.0,0.0,0.0,1064571272,8358530900,8
0,1,0.0,0.0,0.0,1064585174,8358530900,8
0,1,0.0,0.0,0.0,1064585174,8358530900,8
0,1,0.0,0.0,0.0,1064589038,8358530900,8
0,1,0.0,0.0,0.0,1064589038,8358530900,8
0,1,0.0,0.0,0.0,1066186679,8358530900,8
0,1,0.0,0.0,0.0,1066186679,8358530900,8
0,1,0.0,0.0,0.0,1066234202,8358530900,8
0,1,0.0,0.0,0.0,1066234202,8358530900,8
0,1,0.0,0.0,0.0,1066234450,8358530900,8
0,1,0.0,0.0,0.0,1066234450,8358530900,8
0,1,0.0,0.0,0.0,1066234509,8358530900,8
0,1,0.0,0.0,0.0,1066234509,8358530900,8
1,0,0.0,0.0,0.0,1066248783,8358530900,8
1,0,0.0,0.0,0.0,1066248783,8358530900,8
1,0,0.0,0.0,0.0,1066248897,8358530900,8
1,0,0.0,0.0,0.0,1066248897,8358530900,8
0,1,0.0,0.0,0.0,1066248969,8358530900,8
0,1,0.0,0.0,0.0,1066248969,8358530900,8
0,1,0.0,0.0,0.0,1066249112,8358530900,8
0,1,0.0,0.0,0.0,1066249112,8358530900,8
0,1,0.0,0.0,0.0,1066249198,8358530900,8
0,1,0.0,0.0,0.0,1066249198,8358530900,8
0,1,0.0,0.0,0.0,1066249303,8358530900,8
0,1,0.0,0.0,0.0,1066249303,8358530900,8
0,1,0.0,0.0,0.0,1066249370,8358530900,8
0,1,0.0,0.0,0.0,1066249370,8358530900,8
0,1,0.0,0.0,0.0,1066459013,8358530900,8
0,1,0.0,0.0,0.0,1066459013,8358530900,8
0,1,0.0,0.0,0.0,1066459279,8358530900,8
0,1,0.0,0.0,0.0,1066459279,8358530900,8
0,1,0.0,0.0,0.0,1066464867,8358530900,8
0,1,0.0,0.0,0.0,1066464867,8358530900,8
0,1,0.0,0.0,0.0,1066492621,8358530900,8
0,1,0.0,0.0,0.0,1066492621,8358530900,8
0,1,0.0,0.0,0.0,1066495688,8358530900,8
0,1,0.0,0.0,0.0,1066495688,8358530900,8
0,1,0.0,0.0,0.0,1066617836,8358530900,8
0,1,0.0,0.0,0.0,1066617836,8358530900,8
0,1,0.0,0.0,0.0,1066660737,8358530900,8
0,1,0.0,0.0,0.0,1066660737,8358530900,8
1,0,0.0,0.0,0.0,1066660939,8358530900,8
1,0,0.0,0.0,0.0,1066660939,8358530900,8
0,1,0.0,0.0,0.0,1066725068,8358530900,8
0,1,0.0,0.0,0.0,1066725068,8358530900,8
0,1,0.0,0.0,0.0,1067234766,8358530900,8
0,1,0.0,0.0,0.0,1067234766,8358530900,8
0,1,0.0,0.0,0.0,1067323664,8358530900,8
0,1,0.0,0.0,0.0,1067323664,8358530900,8
1,0,0.0,0.0,0.0,1067443251,8358530900,8
1,0,0.0,0.0,0.0,1067443251,8358530900,8
0,1,0.0,0.0,0.0,1067443363,8358530900,8
0,1,0.0,0.0,0.0,1067443363,8358530900,8
0,1,0.0,0.0,0.0,1067443424,8358530900,8
0,1,0.0,0.0,0.0,1067443424,8358530900,8
0,1,0.0,0.0,0.0,1067443624,8358530900,8
0,1,0.0,0.0,0.0,1067443624,8358530900,8
0,1,0.0,0.0,0.0,1068353820,8358530900,8
0,1,0.0,0.0,0.0,1068353820,8358530900,8
0,1,0.0,0.0,0.0,1068783511,8358530900,8
0,1,0.0,0.0,0.0,1068783511,8358530900,8
1,0,0.0,0.0,0.0,1069379947,8358530900,8
1,0,0.0,0.0,0.0,1069379947,8358530900,8
1,0,0.0,0.0,0.0,1069379950,8358530900,8
1,0,0.0,0.0,0.0,1069379950,8358530900,8
0,1,0.0,0.0,0.0,1069396563,8358530900,8
0,1,0.0,0.0,0.0,1069396563,8358530900,8
0,1,0.0,0.0,0.0,1069397585,8358530900,8
0,1,0.0,0.0,0.0,1069397585,8358530900,8
0,1,0.0,0.0,0.0,1069399967,8358530900,8
0,1,0.0,0.0,0.0,1069399967,8358530900,8
0,1,0.0,0.0,0.0,1069401439,8358530900,8
0,1,0.0,0.0,0.0,1069401439,8358530900,8
1,0,0.0,0.0,0.0,1069405056,8358530900,8
1,0,0.0,0.0,0.0,1069405056,8358530900,8
0,1,0.0,0.0,0.0,1069405076,8358530900,8
0,1,0.0,0.0,0.0,1069405076,8358530900,8
0,1,0.0,0.0,0.0,1069405573,8358530900,8
0,1,0.0,0.0,0.0,1069405573,8358530900,8
0,1,0.0,0.0,0.0,1069405960,8358530900,8
0,1,0.0,0.0,0.0,1069405960,8358530900,8
0,1,0.0,0.0,0.0,1069406082,8358530900,8
0,1,0.0,0.0,0.0,1069406082,8358530900,8
0,1,0.0,0.0,0.0,1069424235,8358530900,8
0,1,0.0,0.0,0.0,1069424235,8358530900,8
0,1,0.0,0.0,0.0,1069429667,8358530900,8
0,1,0.0,0.0,0.0,1069429667,8358530900,8
0,1,0.0,0.0,0.0,1069429705,8358530900,8
0,1,0.0,0.0,0.0,1069429705,8358530900,8
0,1,0.0,0.0,0.0,1069435708,8358530900,8
0,1,0.0,0.0,0.0,1069435708,8358530900,8
0,1,0.0,0.0,0.0,1069436206,8358530900,8
0,1,0.0,0.0,0.0,1069436206,8358530900,8
0,1,0.0,0.0,0.0,1069437119,8358530900,8
0,1,0.0,0.0,0.0,1069437119,8358530900,8
1,0,0.0,0.0,0.0,1069443810,8358530900,8
1,0,0.0,0.0,0.0,1069443810,8358530900,8
0,1,0.0,0.0,0.0,1069444808,8358530900,8
0,1,0.0,0.0,0.0,1069444808,8358530900,8
0,1,0.0,0.0,0.0,1069456560,8358530900,8
0,1,0.0,0.0,0.0,1069456560,8358530900,8
0,1,0.0,0.0,0.0,1069459963,8358530900,8
0,1,0.0,0.0,0.0,1069459963,8358530900,8
0,1,0.0,0.0,0.0,1069461345,8358530900,8
0,1,0.0,0.0,0.0,1069461345,8358530900,8
0,1,0.0,0.0,0.0,1069461742,8358530900,8
0,1,0.0,0.0,0.0,1069461742,8358530900,8
0,1,0.0,0.0,0.0,1069461850,8358530900,8
0,1,0.0,0.0,0.0,1069461850,8358530900,8
0,1,0.0,0.0,0.0,1069463572,8358530900,8
0,1,0.0,0.0,0.0,1069463572,8358530900,8
0,1,0.0,0.0,0.0,1069691659,8358530900,8
0,1,0.0,0.0,0.0,1069691659,8358530900,8
0,1,0.0,0.0,0.0,1069691833,8358530900,8
0,1,0.0,0.0,0.0,1069691833,8358530900,8
0,1,0.0,0.0,0.0,1069967354,8358530900,8
0,1,0.0,0.0,0.0,1069967354,8358530900,8
1,0,0.0,0.0,0.0,1069968024,8358530900,8
1,0,0.0,0.0,0.0,1069968024,8358530900,8
0,1,0.0,0.0,0.0,1069969006,8358530900,8
0,1,0.0,0.0,0.0,1069969006,8358530900,8
0,1,0.0,0.0,0.0,1069969524,8358530900,8
0,1,0.0,0.0,0.0,1069969524,8358530900,8
0,1,0.0,0.0,0.0,1069969557,8358530900,8
0,1,0.0,0.0,0.0,1069969557,8358530900,8
1,0,0.0,0.0,0.0,1070049309,8358530900,8
1,0,0.0,0.0,0.0,1070049309,8358530900,8
0,1,0.0,0.0,0.0,1070062383,8358530900,8
0,1,0.0,0.0,0.0,1070062383,8358530900,8
0,1,0.0,0.0,0.0,1070067889,8358530900,8
0,1,0.0,0.0,0.0,1070067889,8358530900,8
0,1,0.0,0.0,0.0,1070067919,8358530900,8
0,1,0.0,0.0,0.0,1070067919,8358530900,8
0,1,0.0,0.0,0.0,1070069128,8358530900,8
0,1,0.0,0.0,0.0,1070069128,8358530900,8
0,1,0.0,0.0,0.0,1070069547,8358530900,8
0,1,0.0,0.0,0.0,1070069547,8358530900,8
0,1,0.0,0.0,0.0,1070070515,8358530900,8
0,1,0.0,0.0,0.0,1070070515,8358530900,8
0,1,0.0,0.0,0.0,1070242855,8358530900,8
0,1,0.0,0.0,0.0,1070242855,8358530900,8
0,1,0.0,0.0,0.0,1070483392,8358530900,8
0,1,0.0,0.0,0.0,1070483392,8358530900,8
0,1,0.0,0.0,0.0,1070485167,8358530900,8
0,1,0.0,0.0,0.0,1070485167,8358530900,8
1,0,0.0,0.0,0.0,1070500833,8358530900,8
1,0,0.0,0.0,0.0,1070500833,8358530900,8
0,1,0.0,0.0,0.0,1070534875,8358530900,8
0,1,0.0,0.0,0.0,1070534875,8358530900,8
0,1,0.0,0.0,0.0,1070544833,8358530900,8
0,1,0.0,0.0,0.0,1070544833,8358530900,8
0,1,0.0,0.0,0.0,1070640196,8358530900,8
0,1,0.0,0.0,0.0,1070640196,8358530900,8
0,1,0.0,0.0,0.0,1070652688,8358530900,8
0,1,0.0,0.0,0.0,1070652688,8358530900,8
0,1,0.0,0.0,0.0,1070667528,8358530900,8
0,1,0.0,0.0,0.0,1070667528,8358530900,8
0,1,0.0,0.0,0.0,1070670996,8358530900,8
0,1,0.0,0.0,0.0,1070670996,8358530900,8
0,1,0.0,0.0,0.0,1070673730,8358530900,8
0,1,0.0,0.0,0.0,1070673730,8358530900,8
0,1,0.0,0.0,0.0,1070673780,8358530900,8
0,1,0.0,0.0,0.0,1070673780,8358530900,8
0,0,1.1137574346618273,0.0,0.0,1071019238,8358530900,8
0,1,2.2138588659241276,0.0,0.0,1071019238,8358530900,8
0,0,3.300499375482143,0.0,0.0,1071100683,8358530900,8
0,0,4.373870643197515,0.0,0.0,1071100683,8358530900,8
0,0,5.434161020147575,0.0,0.0,1071123348,8358530900,8
0,1,6.481555599789858,0.0,0.0,1071123348,8358530900,8
