instance class,predicted class,recall(0),recall(1),avg-gmean,timestamp,total timeelapsed in nanoseconds,total timeelapsed in seconds 
0,0,100.0,0.0,0.0,1063070644,135648455600,135
0,0,100.0,0.0,0.0,1063070644,135648455600,135
0,0,100.0,0.0,0.0,1063071102,135648455600,135
0,0,100.0,0.0,0.0,1063071102,135648455600,135
0,0,100.0,0.0,0.0,1063155353,135648455600,135
0,0,100.0,0.0,0.0,1063155353,135648455600,135
0,0,100.0,0.0,0.0,1063302777,135648455600,135
0,0,100.0,0.0,0.0,1063302777,135648455600,135
0,0,100.0,0.0,0.0,1063302914,135648455600,135
0,0,100.0,0.0,0.0,1063302914,135648455600,135
0,0,100.0,0.0,0.0,1063303507,135648455600,135
0,0,100.0,0.0,0.0,1063303507,135648455600,135
0,0,100.0,0.0,0.0,1063876335,135648455600,135
0,0,100.0,0.0,0.0,1063876335,135648455600,135
0,0,100.0,0.0,0.0,1063878776,135648455600,135
0,0,100.0,0.0,0.0,1063878776,135648455600,135
0,0,100.0,0.0,0.0,1063988232,135648455600,135
0,0,100.0,0.0,0.0,1063988232,135648455600,135
0,0,100.0,0.0,0.0,1063995637,135648455600,135
0,0,100.0,0.0,0.0,1063995637,135648455600,135
0,0,100.0,0.0,0.0,1063995653,135648455600,135
0,0,100.0,0.0,0.0,1063995653,135648455600,135
0,0,100.0,0.0,0.0,1064019941,135648455600,135
0,0,100.0,0.0,0.0,1064019941,135648455600,135
0,0,100.0,0.0,0.0,1064020575,135648455600,135
0,0,100.0,0.0,0.0,1064020575,135648455600,135
0,0,100.0,0.0,0.0,1064021565,135648455600,135
0,0,100.0,0.0,0.0,1064021565,135648455600,135
0,0,100.0,0.0,0.0,1064180205,135648455600,135
0,0,100.0,0.0,0.0,1064180205,135648455600,135
0,0,100.0,0.0,0.0,1064269530,135648455600,135
0,0,100.0,0.0,0.0,1064269530,135648455600,135
0,0,100.0,0.0,0.0,1064276548,135648455600,135
0,0,100.0,0.0,0.0,1064276548,135648455600,135
0,0,100.0,0.0,0.0,1064276665,135648455600,135
0,0,100.0,0.0,0.0,1064276665,135648455600,135
0,0,100.0,0.0,0.0,1064277086,135648455600,135
0,0,100.0,0.0,0.0,1064277086,135648455600,135
0,0,100.0,0.0,0.0,1064277673,135648455600,135
0,0,100.0,0.0,0.0,1064277673,135648455600,135
0,0,100.0,0.0,0.0,1064277699,135648455600,135
0,0,100.0,0.0,0.0,1064277699,135648455600,135
0,0,100.0,0.0,0.0,1064394278,135648455600,135
0,0,100.0,0.0,0.0,1064394278,135648455600,135
0,0,100.0,0.0,0.0,1064396034,135648455600,135
0,0,100.0,0.0,0.0,1064396034,135648455600,135
0,0,100.0,0.0,0.0,1064405395,135648455600,135
0,0,100.0,0.0,0.0,1064405395,135648455600,135
0,0,100.0,0.0,0.0,1064410747,135648455600,135
0,0,100.0,0.0,0.0,1064410747,135648455600,135
0,0,100.0,0.0,0.0,1064426049,135648455600,135
0,0,100.0,0.0,0.0,1064426049,135648455600,135
0,0,100.0,0.0,0.0,1064427352,135648455600,135
0,0,100.0,0.0,0.0,1064427352,135648455600,135
0,0,100.0,0.0,0.0,1064428306,135648455600,135
0,0,100.0,0.0,0.0,1064428306,135648455600,135
0,0,100.0,0.0,0.0,1064428640,135648455600,135
0,0,100.0,0.0,0.0,1064428640,135648455600,135
0,0,100.0,0.0,0.0,1064443838,135648455600,135
0,0,100.0,0.0,0.0,1064443838,135648455600,135
0,0,100.0,0.0,0.0,1064443940,135648455600,135
0,0,100.0,0.0,0.0,1064443940,135648455600,135
0,0,100.0,0.0,0.0,1064444346,135648455600,135
0,0,100.0,0.0,0.0,1064444346,135648455600,135
0,0,100.0,0.0,0.0,1064444623,135648455600,135
0,0,100.0,0.0,0.0,1064444623,135648455600,135
0,0,100.0,0.0,0.0,1064445563,135648455600,135
0,0,100.0,0.0,0.0,1064445563,135648455600,135
0,0,100.0,0.0,0.0,1064445608,135648455600,135
0,0,100.0,0.0,0.0,1064445608,135648455600,135
0,0,100.0,0.0,0.0,1064445624,135648455600,135
0,0,100.0,0.0,0.0,1064445624,135648455600,135
0,0,100.0,0.0,0.0,1064508453,135648455600,135
0,0,100.0,0.0,0.0,1064508453,135648455600,135
0,0,100.0,0.0,0.0,1064515216,135648455600,135
0,0,100.0,0.0,0.0,1064515216,135648455600,135
0,0,100.0,0.0,0.0,1064515252,135648455600,135
0,0,100.0,0.0,0.0,1064515252,135648455600,135
0,0,100.0,0.0,0.0,1064516887,135648455600,135
0,0,100.0,0.0,0.0,1064516887,135648455600,135
0,0,100.0,0.0,0.0,1064565496,135648455600,135
0,0,100.0,0.0,0.0,1064565496,135648455600,135
0,0,100.0,0.0,0.0,1064570946,135648455600,135
0,0,100.0,0.0,0.0,1064570946,135648455600,135
0,0,100.0,0.0,0.0,1064571272,135648455600,135
